,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage
2003-06-01,69.592,4.3,76.42,72.07,74.12,63.2,99.8,77.9,52.271,59.101,44.934,145.62,93.3,23266,3.4,62.2,514392.6,278561.3,173025.1054,4.03,4.28,4.46,5.28,8.37,4.7158,1194.02,34.22,47.8,160.5,48.66,52.173,55.472,4.90E+11,84.24,98.539,76.5,4,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2275
2003-07-01,69.53,4.2,76.56,72.07,74.11,62.5,99.7,73.4,50.337,56.079,45.327,145.62,92.9,23371,3.6,62.4,521914.1,277602.5,175101.5942,3.85,4.27,4.95,5.65,8.74,4.7158,1181.59,38.3,53.12,160.08,49.46,52.289,55.472,4.90E+11,84.34,98.539,76.34,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2284.079814
2003-08-01,69.845,4.2,76.84,72.48,74.59,61.3,99.8,77.5,50.364,56.521,45.217,145.62,99,23024,3.5,61.5,527182.6,279840.7,177178.083,3.77,4.15,5.26,5.87,9.06,4.7158,1178.42,35.08,48.17,159.4,48.2,52.462,55.472,4.90E+11,84.66,98.539,76.5,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2294.520812
2003-09-01,70.477,4.2,77.16,72.39,73.27,63.4,99.8,78.2,52.302,59.297,44.16,145.62,99.5,23161,3.3,61.8,530888.4,286391.5,179254.5718,3.76,4.07,4.77,5.24,8.87,4.7158,1166.17,37.77,51.39,159.14,53.25,52.904,55.472,4.90E+11,84.93,98.539,76.78,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2308.396203
2003-10-01,70.539,4.2,77.39,73.21,75.52,65.8,100.2,79.8,58.751,66.05,43.873,145.62,99.2,23348,3.4,62.2,538219,286354.8,181331.0606,3.77,4.11,4.87,5.18,9.05,4.7158,1166.27,42.64,58.36,160,61.74,53.432,55.466,4.90E+11,84.84,98.539,77.22,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2323.978567
2003-11-01,70.413,4.1,77.74,74.02,77.54,65.4,100.3,78.7,56.971,63.96,43.82,145.62,103.3,23344,3.5,62.2,543614.6,291032.3,183407.5494,3.8,4.47,5.35,5.53,9.64,4.7158,1184.87,40.74,54.25,157.42,56.78,53.241,55.4,4.90E+11,84.61,98.539,77,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2342.133242
2003-12-01,70.73,4.1,78.25,74.83,79.31,71.5,100.6,80.8,59.367,66.167,44.232,145.62,103.2,23061,3.8,61.4,538260.9,296103.4,185484.0382,3.79,4.67,5.43,5.61,9.89,4.7158,1192.95,45.72,60.18,157.13,60.1,52.801,55.1,4.90E+11,84.52,98.539,77.33,3.75,"47,892,330.00","24,120,872.00","23,771,458.00",8.2,1.191,2361.522895
2004-01-01,71.172,4.2,79.32,75.96,80.75,62.1,100.9,79.6,53.661,59.701,45.556,145.62,106.3,22941,4,61,543893.6,302742.1,187560.527,3.8,4.6,5.42,5.67,9.99,4.7158,1184.32,42.15,54.63,157.1,52.09,52.586,55,4.88E+11,84.93,98.539,78.39,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2383.266686
2004-02-01,71.487,3.4,80.31,76.95,80.65,60.6,101.4,82.7,56.703,62.783,46.584,145.62,107.4,23059,4.1,61.3,548387.1,303377.3,189637.0158,3.78,4.42,5.43,5.63,10.03,4.7158,1166.69,45.12,57.07,156.8,56.35,52.693,55.1,4.87E+11,85.39,98.539,78.77,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2406.569958
2004-03-01,72.181,3.5,81.08,78.01,81.79,66.6,101.6,80.6,60.936,68.08,46.754,145.62,106,23417,4,62.2,553624.1,306044,191713.5046,3.77,4.25,5.26,5.37,9.85,4.7158,1166.34,49.65,61.88,155.66,62.22,52.8,55.4,4.87E+11,85.94,98.539,79.33,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2430.438459
2004-04-01,72.181,3.5,81.47,78.33,81.77,65.5,101.6,81.1,59.115,66.054,45.901,145.62,108.4,23666,3.7,62.8,557483.3,305419.1,193789.9934,3.77,4.13,5.25,5.29,9.76,4.7158,1150.85,48.79,59.94,153.75,60.49,52.888,55.6,4.87E+11,86.22,98.539,80.27,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2456.289936
2004-05-01,72.119,3.4,81.67,79.38,84.73,65.5,101.2,81.5,59.241,65.626,46.83,145.62,99.3,23712,3.5,62.9,561227.4,302576.9,195866.4822,3.77,4.07,5.16,5.07,9.54,4.7158,1177.37,45.71,55.42,153.41,59.81,52.879,55.7,4.87E+11,86.72,98.539,81.38,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2482.290488
2004-06-01,72.119,3.3,81.59,78.97,83.31,66,101,78.5,59.106,65.804,46.252,145.62,96.7,23774,3.4,63,560960.8,304425.7,197942.971,3.78,4.12,5.01,4.91,9.37,4.7158,1158.65,47.84,57.24,152.55,57.66,52.743,55.6,4.87E+11,87,98.539,81.6,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2510
2004-07-01,72.561,3.3,81.92,79.54,84.67,64.4,100.6,77.9,56.924,63.136,46.838,145.62,95.6,23768,3.6,62.9,563483.2,305909.5,200019.4598,3.78,4.06,4.88,4.77,9.22,4.7158,1157.66,47.47,56.78,152.75,58.49,52.603,55.5,4.87E+11,86.86,98.539,81.71,3.75,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2538.389265
2004-08-01,73.191,3.4,82.64,80.76,87.01,62.9,100.1,78.6,55.715,62.093,46.816,145.62,96.3,23374,3.6,61.8,565922.8,303292,202095.9486,3.62,3.73,4.33,4.38,8.8,4.7158,1159,46.25,54.49,152.72,54.31,52.394,55.4,4.87E+11,86.9,98.539,82.04,3.5,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2565.404454
2004-09-01,73.191,3.3,82.98,80.84,85.76,65.5,100,78.8,57.297,64.216,46.339,145.63,97.9,23735,3.3,62.7,567134.5,307810.4,204172.4374,3.53,3.5,4.14,4.1,8.52,4.7158,1147.97,46.96,53.94,152.04,56.1,52.283,55.3,4.50E+11,87.09,98.539,81.88,3.5,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2594.603012
2004-10-01,73.191,3.3,83.01,81.49,88.24,66.7,99.9,78.3,61.956,69.358,46.412,145.42,95.3,23840,3.4,62.9,570394.9,310041.4,206248.9262,3.53,3.48,4.05,4.01,8.4,4.7245,1144.04,52.59,60.55,153.98,60.98,52.157,55.2,4.51E+11,87.55,98.539,83.15,3.5,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2623.010531
2004-11-01,72.75,3.3,83.07,80.35,83.91,67,99.7,80.3,62.5,69.816,47.477,145.42,92.1,23738,3.5,62.6,572392.3,310468.9,208325.415,3.36,3.34,3.96,3.86,8.26,4.7245,1091.19,52.61,58.91,152.16,59.94,51.926,55,4.54E+11,87.59,98.539,83.87,3.25,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2652.347358
2004-12-01,72.877,3.4,82.46,78.65,79.85,72,99.3,79.8,61.845,68.179,48.379,145.26,90.3,23498,3.8,62,565655.4,320002.1,210401.9038,3.28,3.28,3.85,3.73,8.14,4.7245,1050.91,53.71,60.02,151.92,59.05,51.71,54.8,4.48E+11,87.27,98.539,83.26,3.25,"48,082,519.00","24,210,740.00","23,871,779.00",8.6,1.164,2680.554732
2005-01-01,73.594,3.2,83.26,80.44,83.28,64.6,99.2,82.3,61.412,67.51,51.205,145.18,95.4,23141,4.3,61,568933.9,321944.6,212478.3926,3.27,3.48,4.42,4.11,8.54,4.7245,1038.23,50.33,56.95,151.56,56.9,51.567,54.6,4.31E+11,87.45,98.539,83.65,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2709.33966
2005-02-01,73.892,3.3,83.42,80.52,83.23,60,98.9,78.7,52.852,59.564,49.953,145.14,108.8,23127,4.3,60.9,570979.8,329012.5,214554.8814,3.27,3.48,4.88,4.63,9.05,4.7245,1022.43,47.77,51.5,149.97,49.03,51.732,54.9,4.69E+11,87.96,98.539,84.04,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2737.579619
2005-03-01,74.338,3,83.5,80.92,84.54,68.8,99.1,80.8,64.286,71.518,49.754,145.25,111.4,23550,4.1,62,571698.4,334697.1,216631.3702,3.25,3.82,4.77,4.48,8.74,4.7245,1007.49,58.91,62.37,147.7,59.79,51.93,55.2,4.49E+11,88.65,98.539,85.2,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2764.221842
2005-04-01,74.413,2.9,83.73,81.41,85.6,67.2,98.8,78.8,62.036,68.962,50.304,145.25,111,23823,3.8,62.6,577621.1,334317.9,218707.859,3.26,3.71,4.69,4.28,8.36,4.7245,1010.94,55.07,56.6,143.41,53.92,52.229,55.6,4.23E+11,89.24,98.539,85.93,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2790.868991
2005-05-01,74.338,3.3,83.19,80.44,83.69,68.1,98.7,76.6,62.287,68.41,51.205,145.14,104.2,23995,3.6,63.1,583455.7,331442.5,220784.3478,3.3,3.6,4.42,4.12,8.11,4.7245,1002.21,54.65,55.6,140.31,53.89,52.512,56.1,4.51E+11,89.15,98.539,85.54,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2815.635831
2005-06-01,74.114,3.5,82.81,80.27,84.92,68.8,98.6,77.6,61.662,68.824,49.303,145.25,102.3,24028,3.6,63.1,586738.7,337217.3,222860.8366,3.28,3.66,4.46,4.18,8.15,4.7245,1010.87,54.46,56.06,139.09,56.48,52.94,56.7,4.68E+11,89.2,98.539,85.54,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2840
2005-07-01,74.413,3.3,83.32,81.25,87.18,67.6,98.5,77.5,61.412,67.373,50.454,145.43,99.3,23991,3.7,62.9,593173.3,346659.4,224937.3254,3.25,3.77,4.89,4.52,8.49,4.7245,1037.44,54.95,56.31,137.84,55.63,53.379,57.3,5.18E+11,89.61,98.539,86.65,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2863.018144
2005-08-01,74.636,3.2,83.55,81.65,88.01,66.3,98.5,78,59.226,66.129,49.053,145.43,103.8,23619,3.6,61.9,597123,346984.8,227013.8142,3.25,3.88,5.08,4.75,8.74,4.7245,1021.17,56.4,57.73,137.4,54.88,53.573,57.6,5.06E+11,90.07,98.539,87.37,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2882.828537
2005-09-01,75.008,2.9,83.92,82.3,89.31,69,98.4,78.6,60.85,67.304,49.354,145.4,107.1,23863,3.6,62.5,600881.6,347135.3,229090.3029,3.25,4.19,5.15,4.92,8.86,4.7245,1029.33,58.79,58.81,134.82,56.62,53.702,57.7,5.71E+11,91.17,98.539,89.92,3.25,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2903.946816
2005-10-01,74.859,3.1,84.14,82.39,88.81,69.9,98.5,80.4,66.035,72.555,49.354,145.28,105.5,24015,3.6,62.8,606538.9,339969.4,231166.7917,3.44,4.44,5.36,5.2,9.01,4.7245,1046.25,58.55,58.1,133.78,57.69,53.685,57.8,5.43E+11,91.35,98.539,92.13,3.5,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2923.83645
2005-11-01,74.561,3.1,83.9,81.49,86.83,72.4,99,83.1,69.096,75.596,49.854,145.81,109.8,23950,3.3,62.5,612255.5,307025.1,233243.2805,3.5,4.57,5.68,5.5,9.26,4.7158,1041.43,60.82,61.52,134.86,61.25,53.682,57.8,6.09E+11,90.62,98.539,90.75,3.5,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2944.109353
2005-12-01,74.785,3.1,83.66,81.01,85.95,78,99.4,80.4,68.471,75.458,50.855,145.99,112.8,23517,3.5,61.4,613922.8,318419.2,235319.7693,3.69,4.67,5.6,5.49,9.21,4.7302,1024.15,62.18,64.08,134.82,60.44,53.785,57.9,6.55E+11,90.25,98.5426,90.36,3.75,"48,184,561.00","24,243,234.00","23,941,327.00",9,1.085,2963.731304
2006-01-01,75.231,3,83.95,81.01,85.14,68.1,99.7,82.6,64.848,70.344,53.558,146.49,115.8,23347,3.8,60.8,617446.1,327542.1,237396.2581,3.75,4.62,5.58,5.5,9.19,4.7159,987.03,59.24,60.77,133.84,55.38,53.964,58.2,6.66E+11,90.94,98.539,91.08,3.75,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,2984.296371
2006-02-01,75.381,3,83.99,80.84,84.18,65.1,99.7,81.8,62.724,68.893,53.358,146.74,117.1,23374,4.1,60.8,623634.3,326548.3,239472.7469,3.92,4.57,5.28,5.33,8.79,4.7095,970.22,60.37,60.36,131.81,53.66,54.208,58.5,6.66E+11,91.12,98.4925,89.7,4,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3005.445854
2006-03-01,75.827,3,83.88,80.76,84.52,72.4,99.8,81.1,69.845,76.771,54.359,146.74,117.4,23783,3.9,61.8,628647.7,325711.9,241549.2357,3.98,4.57,5.42,5.3,8.48,4.7095,975.09,66.84,66.31,130.4,61.26,54.556,59,6.63E+11,91.63,98.4925,89.92,4,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3026.746253
2006-04-01,75.902,2.8,84.03,81.16,85.77,71.1,99.8,79.6,66.847,73.661,53.808,146.45,116.1,24098,3.5,62.6,638214.3,324222.6,243625.7245,3.97,4.61,5.45,5.24,8.31,4.7159,954.44,63.15,62.67,129.95,57.4,55.038,59.6,6.93E+11,92.41,98.539,91.08,4,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3049.903533
2006-05-01,76.05,2.8,84.32,81.9,87.35,72.3,100,79.5,68.409,75.181,55.109,146.28,110.2,24286,3.2,63,645478.6,323908.4,245702.2133,3.96,4.59,5.2,5.05,8.03,4.7159,941.4,67.81,65.13,127,59.75,55.6,60.3,6.42E+11,92.87,98.539,91.91,4,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3073.697383
2006-06-01,75.902,2.8,84.17,81.97,88.15,71.8,99.8,78.6,67.409,74.283,55.059,146.27,104.8,24343,3.4,63,652960.9,326949.2,247778.7021,4.16,4.7,5.25,5.17,8.07,4.7159,955.16,67.02,62.32,124.15,58.46,55.866,60.6,6.33E+11,93.05,98.539,92.08,4.25,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3100
2006-07-01,76.199,3,84.43,82.46,89.38,68.2,99.1,72.8,62.35,68.064,56.31,146.24,103.6,24310,3.4,62.9,657414.5,330267.7,249855.1909,4.21,4.82,5.16,5.18,8.05,4.7159,950.15,65.68,61.22,124.54,55.08,55.986,60.8,6.36E+11,93.32,98.539,92.47,4.25,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3128.237739
2006-08-01,76.645,3,84.98,83.35,91.01,70.4,99,78.9,65.16,72.417,54.859,146.74,105.8,24027,3.4,62.1,662591,325958.2,251931.6797,4.42,4.76,4.94,5.1,7.94,4.7095,960.72,69.08,63.28,123.1,57.8,56.121,60.9,6.65E+11,93.51,98.4925,93.08,4.5,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3155.240347
2006-09-01,76.868,3,85.26,82.79,87.85,75.4,99.3,82.1,71.845,79.188,54.809,146.42,107.4,24168,3.2,62.4,672121.2,327648.4,254008.1685,4.48,4.68,4.89,5.02,7.82,4.7159,953.68,70.96,64.49,123.06,63.73,56.392,61.2,6.74E+11,93.05,98.539,91.69,4.5,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3186.516149
2006-10-01,76.496,3,84.47,81.73,86.76,72.8,100.4,82.6,69.221,75.526,54.859,146.16,109.7,24338,3.3,62.7,680074.3,333597.5,256084.6573,4.48,4.64,4.79,4.93,7.72,4.7303,954.23,66.04,61.54,126.1,59.19,57.151,62.2,6.70E+11,92.55,98.5426,89.92,4.5,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3217.88886
2006-11-01,76.125,2.9,84.06,80.92,85.39,76.2,100.8,82.7,74.032,80.847,55.16,146.16,110,24323,3.2,62.6,692188.3,337666,258161.1461,4.47,4.7,4.91,5.05,7.84,4.7303,936.22,68.64,64.9,126.49,65.83,58.925,64.5,7.03E+11,92.41,98.5426,91.25,4.5,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3251.156238
2006-12-01,76.348,3.1,83.99,80.92,85.45,80.8,101,79.2,69.971,77.393,55.559,146.5,107.8,23888,3.3,61.5,699430.3,351588.5,260237.6349,4.49,4.85,4.95,5.18,7.97,4.7303,925.75,70.56,66.6,125.73,61.77,60.024,66,7.05E+11,92.55,98.5426,91.8,4.5,"48,438,292.00","24,369,561.00","24,068,731.00",9.3,1.132,3283.890813
2007-01-01,76.496,3,83.99,80.44,83.96,71.6,100.9,80.3,70.471,76.217,59.364,146.48,106.8,23709,3.6,60.9,700256.6,353494.2,262314.1237,4.63,4.98,5.04,5.32,8.11,4.7303,936.36,71.25,66.5,124.16,59.09,60.548,66.9,6.69E+11,92.83,98.5426,90.91,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3317.981136
2007-02-01,77.017,2.9,84.04,80.84,85.51,69.2,101,80.1,62.599,70.274,57.862,146.5,113.3,23660,3.7,60.7,708048.2,350734.7,264390.6125,4.6,4.96,5.01,5.28,8.08,4.7303,937.02,65.82,63.02,125.48,57.58,60.768,67.2,6.96E+11,93.32,98.5426,92.47,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3352.041822
2007-03-01,77.464,3,84.4,81.9,88.29,75.8,101.1,79.5,72.282,80.709,57.062,146.21,113.8,24082,3.5,61.7,717066.5,335446.8,266467.1013,4.6,4.89,4.94,5.2,7.99,4.7159,943.26,75.71,71.49,123.2,65.31,60.88,67.4,7.13E+11,94.17,98.539,93.85,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3384.691279
2007-04-01,77.761,2.9,84.99,82.63,89.33,74.5,101.3,80.2,71.095,79.188,55.96,146.42,115.2,24454,3.4,62.6,728294.8,305602.5,268543.5901,4.68,4.97,5.07,5.34,8.11,4.7159,931.5,75.9,69.94,120.65,62.57,60.959,67.5,7.57E+11,94.79,98.539,95.02,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3417.812385
2007-05-01,77.836,2.9,85.47,83.11,89.78,75.8,101.3,80.2,72.345,80.156,57.162,150.01,114.4,24648,3.2,63,735674.4,301184.5,270620.0789,4.62,5.11,5.22,5.49,8.25,4.6996,927.91,76.34,68.63,119.48,61.69,60.979,67.6,8.35E+11,95.37,98.6093,96.07,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3448.987105
2007-06-01,77.836,2.8,85.64,83.11,89.52,76.7,101.3,79.1,71.908,79.396,57.311,150.03,113.2,24702,3.2,63.1,747823,302511.7,272696.5677,4.54,5.15,5.48,5.64,8.42,4.6943,928.32,72.65,64.66,118.84,61.95,61.062,67.7,8.64E+11,95.55,98.6112,96.35,4.5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3480
2007-07-01,78.134,2.9,85.75,83.11,89.5,75.5,101.4,78,70.845,77.807,57.862,150.86,114.9,24667,3.3,62.9,755114,302375.6,274773.0565,4.67,5.29,5.52,5.75,8.51,4.7022,918.85,75.05,66.95,119.36,63.54,61.221,67.8,9.61E+11,95.53,98.8081,97.07,4.75,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3509.567548
2007-08-01,78.208,2.8,85.7,83.35,90.35,75.6,101.4,80,71.033,77.737,57.862,149.18,117.2,24347,3.1,62,764660.6,298066.1,276849.5453,4.91,5.3,5.42,5.7,8.42,4.6932,933.8,75.6,66.84,119.46,63.58,61.336,68,9.32E+11,95.35,98.8062,95.57,5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3535.085638
2007-09-01,78.655,2.8,86.11,84.24,92.44,75.9,101.3,78.8,69.721,76.425,56.411,150.07,116.7,24487,3,62.3,777069.8,299048,278926.0341,4.97,5.39,5.52,5.85,8.54,4.6951,932.41,69.78,62,119.59,60.55,61.498,68.2,9.74E+11,95.61,98.7635,96.18,5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3562.152786
2007-10-01,78.803,2.9,86.29,84.57,93.3,80.1,101.6,83.1,80.341,87.273,57.562,150.57,115.2,24643,3,62.6,790358.7,297999.3,281002.5229,5,5.34,5.56,5.98,8.6,4.7037,915.86,83.99,73.03,117.44,69.62,61.656,68.5,1.03E+12,95.82,99.0526,96.85,5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3587.290103
