,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage
2007-11-01,78.803,3,86.64,85.96,97.08,80.4,101.7,82.8,79.717,87.135,57.512,150.95,114.4,24643,3,62.5,807189.4,299714.7,283079.0117,5,5.36,5.61,6.16,8.72,4.709,916.98,86.78,73.46,115.33,68.48,61.823,68.8,9.54E+11,96.39,98.9036,99.23,5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3612.311176
2007-12-01,79.101,3,86.99,86.77,98.73,86.3,102.2,81.1,76.53,84.026,58.663,150.49,111.8,24173,3.1,61.3,803724.1,307809.3,291082.9,4.99,5.6,5.82,6.73,9.16,4.709,930.24,86.56,70.57,112.71,60.27,61.91,69,9.52E+11,96.32,98.8066,99.01,5,"48,683,638.00","24,491,190.00","24,192,448.00",9.8,1.259,3635.733617
2008-01-01,79.472,3.2,87.48,87.91,101.74,77.7,102.5,83.2,78.904,84.233,61.967,152.07,111.8,23921,3.3,60.5,815649.1,305868,291623.3,4.99,5.47,5.56,6.64,8.78,4.7157,942.39,93.24,75.6,111.25,59.89,62.08,69.3,8.17E+11,96.8,98.8172,100.34,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3659.256687
2008-02-01,79.771,3.3,88.29,89.44,104.5,73.2,102.5,81,69.408,75.941,62.167,152.09,114.2,23894,3.5,60.4,822528.9,304580.7,290639,4.97,5,5.28,6.27,8.54,4.7136,944.69,84.45,67.39,110.11,55.28,62.271,69.5,8.60E+11,97.08,99.6011,101.28,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3682.228514
2008-03-01,80.515,3.5,89.44,92.77,113.03,80.5,102.4,82,80.091,88.103,61.817,152.57,106.9,24309,3.4,61.4,833537.3,299792.8,291617.7,4.97,5.05,5.36,6.13,8.54,4.719,979.86,95.78,74.65,108.71,64.04,62.746,70.1,8.61E+11,97.92,99.8891,104.16,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3704.06778
2008-04-01,80.962,3.4,91.34,95.53,117.32,79.4,102.1,82.8,79.029,86.236,62.318,151.5,108.6,24699,3.2,62.3,849091.3,298474.4,294082.5,4.99,5.06,5.17,5.91,8.46,4.706,986.66,98.08,73.41,106.96,63.28,63.294,71.1,9.27E+11,98.52,99.8945,105.83,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3726.368201
2008-05-01,81.63,3.8,93.18,100.48,129.85,79.9,101.8,79.8,79.029,85.408,64.369,151.59,103.8,24905,3.1,62.7,858336.1,304239.8,296070.9,4.99,5.07,5.5,6.22,8.89,4.6,1036.73,98.94,71.76,105.48,61.66,63.679,71.8,9.40E+11,99.35,99.8534,108.99,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3747.822914
2008-06-01,82.151,4.1,94.67,102.76,133.35,78.9,101.3,79.4,77.155,83.266,66.572,153.99,98.9,24944,3.1,62.7,870377.1,305514.3,297787.5,4.93,5.22,5.89,6.68,9.42,4.6022,1029.27,97.68,67.38,102.37,58.08,64.064,72.5,8.51E+11,100.35,100.5983,111.15,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3770
2008-07-01,82.747,4.4,96.52,104.62,134.79,78.8,101,78.1,77.093,84.026,66.222,163,93.5,24887,3.1,62.5,883185.6,306584.4,300567.5,4.98,5.41,6.03,6.99,9.84,4.606,1019.12,110.4,73.52,100.57,61.11,64.314,73,8.10E+11,100.88,101.1826,113.92,5,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3792.274911
2008-08-01,82.598,4.2,96.24,102.84,128.86,76.3,100.8,77.7,72.595,79.257,66.021,142,102,24593,3.1,61.7,891376.3,304538.7,302169,5.21,5.44,5.91,7.11,10,4.6176,1041.54,104.31,67.97,99.02,52.64,64.442,73.3,7.50E+11,100.47,99.6398,110.32,5.25,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3813.10825
2008-09-01,82.673,4.5,95.85,103.25,131.84,78.8,100.7,76.9,74.344,81.262,66.021,140,98.2,24665,3,61.8,900567.8,307067.8,303947.1,5.21,5.48,5.99,7.46,10.44,4.609,1130.4,101.18,69.94,101.29,57.27,64.591,73.6,7.37E+11,100.33,99.5005,109.15,5.25,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3835.226187
2008-10-01,82.598,4.6,95.59,104.47,137.25,79.2,100.4,79.1,79.092,85.822,67.323,147,82.5,24787,3,62.1,913084.4,310565.5,305064.7,4.89,5.2,5.53,7.95,11.08,4.7367,1326.92,91.42,67.08,103.14,59.25,64.557,73.5,5.66E+11,99.32,99.4201,103.33,4.25,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3856.337488
2008-11-01,82.375,4.5,93.37,100.08,128.16,75.5,99.7,70.1,68.908,75.872,66.572,143,71.3,24772,3,62,920259.6,316330.9,306854.2,4,5.03,5.73,8.56,11.98,4.7461,1390.09,73.32,60.33,106.2,50.31,64.297,73.1,5.54E+11,97.42,98.5244,98.01,4,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3877.698076
2008-12-01,82.375,4.3,91.8,96.75,120.86,80,98.5,62.7,62.474,71.242,62.718,135,61.2,24233,3.3,60.6,917110.1,323725.9,308879.2,3.27,3.99,4.87,8.35,12.3,4.7056,1373.84,67.84,62.66,110.51,50.05,63.833,72.4,5.77E+11,96.41,100.1742,94.74,3,"49,054,708.00","24,671,648.00","24,383,060.00",10.2,1.192,3897.784832
2009-01-01,82.45,4.2,91.54,95.94,118.69,71,97.8,62.9,58.975,64.747,62.017,134,68,23907,3.6,59.6,921674.4,331358,309604.6,2.43,2.72,4.42,7.34,11.95,4.7056,1346.1,64.06,62.38,112.92,44.54,63.479,71.9,5.98E+11,96.83,101.4163,94.91,2.5,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,3917.785373
2009-02-01,83.045,4.3,92.16,97.72,123.34,70.6,97.6,68.2,62.911,69.308,58.913,137,70.6,23863,3.9,59.5,926602.2,334521.7,312117.3,2.06,2.36,5.24,7.07,12.4,4.7034,1429.46,57.26,55.88,111.55,50.6,63.32,71.7,5.47E+11,97.31,98.5804,93.85,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,3936.863771
2009-03-01,83.64,4.5,92.59,98.53,124.95,78,97.7,70.3,72.032,78.636,58.012,146,73.4,24256,4,60.4,934597.3,342777,314239.2,1.77,2.51,4.97,6.14,12.12,4.7158,1461.98,60.93,60.63,112.37,58.21,63.209,71.6,6.23E+11,97.55,98.539,93.19,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,3954.302123
2009-04-01,83.862,4.3,92.7,95.94,115.25,78.5,97.8,73.2,73.22,79.879,56.211,143,90.9,24649,3.8,61.3,940529.8,350446,315504.9,1.79,2.49,4.9,5.68,11.81,4.7245,1341.9,63.02,63.37,113.21,62.7,63.247,71.6,7.11E+11,97.79,98.539,93.74,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,3971.111486
2009-05-01,83.862,4.2,91.99,94.4,111.75,77.4,97.8,73.3,72.532,78.636,55.81,141,96,24847,3.8,61.8,943796.4,355922,318258.4,1.91,2.56,5.05,5.16,11.43,4.7116,1258.71,58.97,59.09,115.39,59.44,63.315,71.7,7.26E+11,98.07,98.539,94.68,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,3986.062369
2009-06-01,83.788,4.3,91.75,95.62,117.47,81.9,98.5,75.9,76.656,83.266,55.259,146,99,25114,3.8,62.3,947207.9,362111.3,322190.1,1.93,2.85,5.26,5.21,11.4,4.7158,1261.35,65.67,63.81,113.92,63.54,63.438,71.8,7.20E+11,98.92,98.539,96.51,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4000
2009-07-01,84.086,4.1,92.8,96.51,117.44,79.5,98.6,77.2,77.842,82.989,55.81,146,100.2,24938,3.7,61.8,950708.7,363421.4,326140.4,1.94,2.75,5.18,5.46,11.53,4.7158,1263.97,70.35,65.25,110.42,64.7,63.611,72.1,8.09E+11,98.76,98.539,95.63,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4012.317742
2009-08-01,84.384,3.8,93.33,97.64,119.86,77,98.7,76.7,73.594,78.498,56.061,144,108.6,24704,3.7,61.2,956229.6,361012.4,329474.6,1.98,3.14,5.44,5.74,11.87,4.6959,1238.4,70.3,65.08,111,59.97,63.812,72.3,8.30E+11,98.98,98.539,97.01,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4022.212847
2009-09-01,84.459,3.7,93.42,97.08,117.54,85,98.9,79.9,83.339,88.655,56.561,147,110.2,24811,3.3,61.4,958578.1,367070.3,328843,1.98,3.44,5.38,5.58,11.77,4.51,1219.15,75.51,67.35,109.08,66.7,64.268,72.9,8.73E+11,99.04,98.4521,96.51,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4032.051836
2009-10-01,84.235,3.5,92.67,96.02,116.25,80.3,99.1,78.2,80.029,85.684,56.26,146,112.9,24842,3.2,61.4,958048.5,371531.7,331159.4,2,3.52,5.45,5.6,11.8,4.65,1175.25,78.17,69.73,108.91,66.29,64.512,73.2,8.29E+11,99.14,98.5577,97.12,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4040.700059
2009-11-01,84.384,3.3,92.99,97.08,118.49,81.8,99.1,78.9,81.653,87.481,56.861,146,109.3,24807,3.3,61.3,963885.1,370979.7,333097.8,2,3.28,5.39,5.43,11.6,4.77,1164.23,74.94,65.32,107.12,65,64.676,73.4,8.19E+11,99.21,98.584,98.34,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4048.994201
2009-12-01,84.682,3.2,93.46,97.57,119.1,91.2,99,79.4,84.214,89.899,57.813,147,110.6,24245,3.5,59.8,953505.2,376977.3,335906.3,2,3.3,5.31,5.35,11.45,4.85,1166.45,84.16,71.32,105.31,66.78,64.768,73.5,8.88E+11,99.03,98.454,98.64,2,"49,307,835.00","24,774,341.00","24,533,494.00",10.5,1.149,4056.648168
2010-01-01,85.351,3.1,93.87,98.3,118.58,79.3,99.2,79.3,81.813,86.524,63.288,148,113.6,24258,5,59.8,955782.2,381218.2,336072.7,2,3.29,5.35,5.4,11.47,4.9,1138.82,81.1,69.17,108.03,60.5,64.851,73.6,8.48E+11,99.37,97.79,99.03,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4064.432361
2010-02-01,85.523,3.1,94.03,98.8,118.94,77.6,99.7,79.8,74.857,79.244,64.398,147,116.8,24217,4.8,59.6,958052.8,387858.6,337116.9,2,3.12,5.3,5.32,11.39,4.92,1157.08,79.5,66.78,106.7,58.32,65.04,73.9,8.44E+11,99.4,98,99.22,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4072.354003
2010-03-01,85.696,3,94.47,99.13,119.91,87.4,100.1,80.6,88.421,94.08,63.484,146,115.6,24567,4.1,60.4,962695.9,386015.4,339197.8,2.01,2.83,4.92,5.02,11.08,4.93,1137.64,91.34,77.61,108.51,71.1,65.201,74.1,9.04E+11,99.81,98.45,99.03,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4080.402725
2010-04-01,86.041,3,95.16,99.73,120.97,84.1,100.3,81,87.986,93.527,64.071,145,117,25053,3.7,61.5,967784.2,388174.7,341352.9,2,2.67,4.91,4.69,10.75,4.84,1117.11,91.02,75.45,107.41,71.5,65.327,74.2,9.32E+11,99.98,99.54,99.12,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4089.375245
2010-05-01,86.128,3,95.96,101.17,124.39,84.9,100.7,80.6,87.029,91.592,64.724,146,116.3,25293,3.2,62.1,974047.5,394880.2,343616.7,2.01,2.73,4.95,4.48,10.54,4.71,1163.11,89.18,72.29,104.81,68.79,65.358,74.2,9.04E+11,100.06,99.82,99.32,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4098.941703
2010-06-01,86.041,2.9,96.07,102.01,127.31,87.5,100.8,80.8,88.943,94.357,64.071,147,115.1,25352,3.5,62.2,975225.8,400132.8,346343.4,2,2.92,4.93,4.65,10.62,4.59,1212.33,89.38,72.89,104.1,71.49,65.365,74.2,9.37E+11,99.96,99.5,99.42,2,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4110
2010-07-01,86.214,3,96.31,102.11,126.84,84.7,101,81.1,88.855,93.159,65.833,148,115.3,25435,3.7,62.3,978910,403785.1,348923.3,2.2,3.14,4.91,4.81,10.75,4.58,1207.3,90.19,74.72,104.75,73.35,65.303,74,9.73E+11,99.98,99.07,99.9,2.25,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4122.452439
2010-08-01,86.647,3.1,96.6,101.91,126.68,81.6,100.6,79.2,83.899,89.473,66.028,152,113.8,25051,3.3,61.3,978486.6,400882.5,348915.4,2.27,3.13,4.68,4.68,10.62,4.62,1179.92,90.29,75.02,104.4,69.5,65.271,74,9.64E+11,100.12,99.47,100,2.25,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4134.862437
2010-09-01,87.337,3.1,97.16,102.39,126.54,83.7,100.2,79.5,84.769,89.933,65.767,149,114.1,25134,3.4,61.4,983395.2,404413.5,350814.9,2.27,2.99,4.28,4.41,10.36,4.67,1167.01,89.76,73.12,102.48,69.65,65.333,74,1.04E+12,100.18,100.33,100.1,2.25,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4149.790374
2010-10-01,87.337,3.3,97.52,102.45,124.95,85.4,99.7,80.3,91.463,97.029,66.551,148,111.8,25236,3.3,61.6,991773.6,405000.1,353400.6,2.26,2.8,4.11,4.13,10.14,4.68,1123.45,93.89,75.51,101.62,76.15,65.469,74.2,1.05E+12,100.3,101.27,100.78,2.25,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4165.327849
2010-11-01,86.906,3.2,97.85,103.23,127.37,86.1,99.7,80.7,91.637,97.674,66.616,148,113.3,25092,3,61.2,997054.2,414912.8,356505.9,2.37,2.92,4.48,4.19,10.27,4.69,1126.2,98.61,77.62,100.54,73.26,65.721,74.5,1.06E+12,100.34,103.04,101.56,2.5,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4182.406162
2010-12-01,87.251,3.2,98.76,104.88,133.08,95,100.1,82.3,93.637,99.24,68.051,148,111.8,24790,3.5,60.3,987148.1,425673.9,359825.8,2.5,2.87,4.46,4.17,10.21,4.71,1147.55,102.52,79.23,99.55,74.69,65.991,74.9,1.14E+12,100.52,103.71,102.53,2.5,"49,554,112.00","24,881,114.00","24,672,998.00",10.8,1.226,4199.823427
2011-01-01,88.288,3.6,100.28,105.91,132.46,85.9,101,83.8,91.551,97.49,68.181,157,111.6,24362,3.8,59.2,993802.1,429368.1,361370.6,2.66,3.09,4.69,4.52,10.52,4.76,1120.07,108.42,81.76,97.4,69.92,66.3,75.3,1.16E+12,100.99,104.7,103.22,2.75,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4218.636264
2011-02-01,88.892,3.7,101.03,107.18,136.18,77.3,100.8,80.5,79.987,86.156,67.137,153,113.1,24694,4.5,60,1001239.2,432482.8,363460.7,2.75,3.39,4.76,4.72,10.74,4.84,1118.14,94.09,69.45,97.42,62.22,66.83,76,1.09E+12,101.49,105.6,103.41,2.75,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4238.171212
2011-03-01,89.238,3.9,102.24,109.33,141.08,90.8,100.9,82,96.159,102.188,68.442,158,109.8,25193,4.3,61.1,1008342.8,430936.6,366083.7,2.92,3.42,4.51,4.54,10.58,4.96,1122.45,117.16,83.3,96.27,74.42,67.482,76.9,1.18E+12,102.48,106.2,103.31,3,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4257.662386
2011-04-01,89.325,4,102.87,109.8,141.95,86.7,100.4,80.6,92.854,98.411,68.964,157,113.5,25524,3.7,61.8,1020032.7,425420.5,369210.2,3.01,3.43,4.48,4.54,10.58,5.05,1086.84,114.1,78.8,95.16,71.72,68.037,78,1.23E+12,103.14,106.8,103.61,3,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4278.304668
2011-05-01,89.497,3.9,103.18,109.74,138.92,87.3,100.8,80.7,93.202,97.674,70.857,156,111.3,25775,3.2,62.4,1027141.8,423994.7,371112.4,3.02,3.43,4.34,4.44,10.48,5.13,1083.54,115.83,77.31,91.08,69.14,68.511,78.2,1.20E+12,103.63,107.11,103.7,3,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4298.666237
2011-06-01,89.67,4,102.95,109.85,138.21,90.2,101,81.5,94.246,98.687,71.639,153,108.3,25900,3.3,62.6,1028822.5,421885.3,373466.3,3.2,3.49,4.24,4.4,10.44,5.17,1081.27,114.8,77.82,91.94,70.98,68.848,78.7,1.18E+12,103.52,107.11,103.9,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4320
2011-07-01,90.102,4,103.09,109.41,136.49,86.8,101,80.5,92.159,96.015,72.945,154,107.4,25780,3.3,62.2,1036406.5,418973.1,376063.1,3.26,3.59,4.23,4.48,10.47,5.2,1059.5,113.46,77.25,92.2,72.37,69.129,79.2,1.20E+12,103.61,107.11,103.61,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4341.540125
2011-08-01,90.707,4.3,103.22,109.61,136.84,84.8,101.2,79.5,88.334,93.343,73.075,157,106.3,25556,3,61.6,1042136.7,422649.3,378014.7,3.25,3.5,3.96,4.29,10.27,5.22,1073.17,115.33,78.18,91.39,69.11,69.47,79.7,1.06E+12,103.89,107.31,103.7,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4361.142927
2011-09-01,90.62,4.3,103.3,110.91,141.63,87.8,100.8,80.1,90.768,96.015,73.271,152,105.9,25372,3,61.2,1052250.8,425196.4,379947.1,3.25,3.41,3.75,4.24,10.18,5.23,1118.61,116.71,79.67,91.41,72.72,69.848,80.2,1.00E+12,104.05,107.31,103.31,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4382.989234
2011-10-01,90.448,4.3,103.2,111.52,143.01,88.4,101,80.7,95.376,100.622,75.293,152,104,25710,2.9,61.9,1064421.3,421480.1,382936.1,3.24,3.46,3.86,4.29,10.22,5.23,1155.45,110.21,75.75,90.51,71.5,70.126,80.5,1.08E+12,103.84,106.6,103.9,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4404.254544
2011-11-01,90.534,4.2,102.87,110.52,141.01,88.4,100.7,79.9,95.028,99.701,76.728,149,104.1,25621,2.9,61.6,1071358.2,423111.9,384750.5,3.26,3.42,3.8,4.24,10.09,5.22,1132.31,109.69,76.81,91.39,72.87,70.403,80.9,1.05E+12,103.75,105.9,104.39,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4426.335647
2011-12-01,90.879,4.1,102.97,110.53,141.22,96.6,100.7,78,95.811,101.728,78.23,152,100,25181,3,60.5,1063192.5,432602.2,388415.9,3.26,3.4,3.81,4.24,10.04,5.2,1147.45,117.19,81.82,89.7,73.65,70.521,81.1,1.04E+12,103.49,105.5,104.97,3.25,"49,936,638.00","25,069,867.00","24,866,771.00",11,1.244,4447.787954
2012-01-01,91.242,4.2,103.5,111.07,142.61,84.7,100.3,79.9,88.681,94.725,77.837,150,101,24884,3.5,59.7,1066592.2,439352.9,387634.7,3.26,3.39,3.8,4.24,10.04,5.19,1145.85,112.49,79,91.03,64.4,70.631,81.3,1.12E+12,103.95,105.4,105.26,3.25,"50,199,853.00","25,187,380.00","25,012,473.00",11.5,1.297,4470.020722
2012-02-01,91.588,4.1,104.21,111.52,143.3,84.6,100.7,82.3,92.246,97.766,76.598,150,104.6,25129,4.2,60.3,1069053.8,437193.9,388301.6,3.25,3.41,3.81,4.25,10.02,5.18,1123.35,115.16,80.11,91.3,71.31,70.749,81.3,1.16E+12,104.41,105.6,105.07,3.25,"50,199,853.00","25,187,380.00","25,012,473.00",11.5,1.297,4492.29871
2012-03-01,91.614,4.1,104.73,112.48,145.68,91.5,100.5,79.9,97.028,102.281,76.794,149,105.9,25519,3.7,61.1,1070385.9,440075.4,389347.6,3.25,3.47,3.95,4.36,10.09,5.16,1125.9,115.66,78.86,90.11,72.26,70.856,81.3,1.16E+12,105.2,105.9,104.68,3.25,"50,199,853.00","25,187,380.00","25,012,473.00",11.5,1.297,4513.880885
2012-04-01,91.605,3.9,104.78,112.65,144.11,86.7,100.6,80.4,92.854,97.858,76.011,147,109.3,25959,3.5,62.2,1076282.8,437445.3,390543.3,3.25,3.45,3.9,4.25,9.96,5.14,1135.55,112.96,75.85,88.28,68.13,70.932,81.3,1.14E+12,105.52,106,104.68,3.25,"50,199,853.00","25,187,380.00","25,012,473.00",11.5,1.297,4536.185164
2012-05-01,91.769,3.8,104.19,111.85,141.39,89.4,100.7,80.4,96.245,101.267,77.12,147,105.4,26243,3.1,62.8,1080860.2,438795.3,391537.5,3.26,3.37,3.75,4.01,9.63,5.12,1154.27,114.7,78.68,88.36,71.87,70.967,81.1,1.06E+12,105.39,105.7,104.97,3.25,"50,199,853.00","25,187,380.00","25,012,473.00",11.5,1.297,4557.752559
